%Sampling Frequency (Hz): 250
%Filter Frequency (Hz): 10
%Air Density (kg/m^3):  989.429694E-3
%Port Number, Selector Pressure {P#-Pinf} (Pa), Airspeed Dynamic {qinf} (Pa),Calc Free Stream Velocity {Vinf} (m/s), Angle of Attack (deg), Normal (N), Axial (N), Pitching (Nm), BLP X (mm), BLP Y (mm), Air Density (kg/m^3)
1.00000000,175.31826027,197.36799402,19.97380895,-0.01890802,0.01001967,0.52705958,0.00010726,0.00000000,0.00000000,0.98942969
1.00000000,175.63849181,197.44702376,19.97780748,0.01232769,0.01673968,0.52175898,0.00046287,0.00000000,0.00000000,0.98942969
1.00000000,175.71854969,197.84217245,19.99778818,-0.00849611,-0.00006035,0.52352585,0.00037397,0.00000000,0.00000000,0.98942969
1.00000000,176.03878123,197.68411297,19.98979830,-0.00849611,0.01001967,0.53236018,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,176.43907066,197.68411297,19.98979830,-0.02931992,0.00329965,0.52529271,0.00055178,0.00000000,0.00000000,0.98942969
1.00000000,176.83936009,198.07926167,20.00976703,-0.01890802,0.01001967,0.53766078,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,177.15959163,198.07926167,20.00976703,-0.01890802,-0.01014037,0.54472825,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,177.39976529,198.55344012,20.03370322,-0.03973183,0.00329965,0.54296138,0.00072958,0.00000000,0.00000000,0.98942969
1.00000000,177.55988106,198.79052934,20.04566060,-0.03973183,0.00329965,0.53412705,0.00064068,0.00000000,0.00000000,0.98942969
1.00000000,177.80005473,198.94858882,20.05362823,-0.01890802,-0.00342036,0.53766078,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,178.04022839,199.26470779,20.06955399,-0.05014373,-0.00342036,0.54119452,0.00072958,0.00000000,0.00000000,0.98942969
1.00000000,178.12028627,199.26470779,20.06955399,-0.03973183,-0.00006035,0.54296138,0.00055178,0.00000000,0.00000000,0.98942969
1.00000000,178.12028627,199.58082675,20.08546713,-0.00849611,-0.00006035,0.53412705,0.00046287,0.00000000,0.00000000,0.98942969
1.00000000,177.88011261,199.73888624,20.09341897,-0.02931992,-0.00006035,0.54296138,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,177.88011261,199.65985649,20.08944344,-0.03973183,-0.00006035,0.54649512,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,177.55988106,199.73888624,20.09341897,-0.02931992,-0.01014037,0.54296138,0.00064068,0.00000000,0.00000000,0.98942969
1.00000000,177.39976529,199.73888624,20.09341897,-0.01890802,0.00329965,0.54296138,0.00081849,0.00000000,0.00000000,0.98942969
1.00000000,177.07953375,199.58082675,20.08546713,-0.00849611,0.00329965,0.54649512,0.00081849,0.00000000,0.00000000,0.98942969
1.00000000,176.75930220,199.58082675,20.08546713,0.01232769,0.00665966,0.54296138,0.00081849,0.00000000,0.00000000,0.98942969
1.00000000,176.35901277,199.26470779,20.06955399,-0.00849611,0.01001967,0.53589392,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,175.95872335,199.26470779,20.06955399,-0.06055563,0.00665966,0.54119452,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,175.79860758,198.86955908,20.04964481,-0.01890802,0.00665966,0.53059332,0.00019617,0.00000000,0.00000000,0.98942969
1.00000000,175.63849181,198.71149960,20.04167560,0.01232769,0.01001967,0.53059332,0.00072958,0.00000000,0.00000000,0.98942969
1.00000000,175.47837604,198.47441038,20.02971584,-0.01890802,0.01001967,0.53412705,0.00028507,0.00000000,0.00000000,0.98942969
1.00000000,175.15814450,198.39538063,20.02572767,0.01232769,-0.00342036,0.52705958,0.00010726,0.00000000,0.00000000,0.98942969
1.00000000,215.02698129,241.54563219,22.09643048,-0.01890802,0.01001967,0.62953786,0.00064068,0.00000000,0.00000000,0.98942969
1.00000000,215.26715507,241.62466198,22.10004498,0.02273960,0.02009968,0.62600413,0.00001836,0.00000000,0.00000000,0.98942969
1.00000000,215.10703922,241.94078114,22.11449707,0.00191579,0.01001967,0.61893666,0.00037397,0.00000000,0.00000000,0.98942969
1.00000000,215.18709715,241.94078114,22.11449707,-0.01890802,-0.00342036,0.60833546,0.00055178,0.00000000,0.00000000,0.98942969
