%Time (s)	Wheel Position (deg)	Slide position (mm)	Wheel Speed (deg/s)	Slide Speed (mm/s)	Actual sample time (ms)	%2/11/20154:45 PM
0.000	21041.520	1.451	1218.583	423.723	20.000
0.020	21064.760	19.630	1126.917	1305.564	22.000
0.040	21086.180	51.167	966.250	1752.564	19.000
0.060	21103.400	87.618	791.583	1878.894	19.000
0.080	21118.740	124.741	793.417	1773.110	22.000
0.100	21135.260	157.292	790.417	1485.079	19.000
0.120	21150.641	183.008	836.917	1025.726	20.000
0.140	21168.900	197.333	916.500	391.279	19.000
0.160	21187.000	198.893	928.083	-199.931	20.000
0.180	21206.180	190.467	985.083	-593.811	21.000
0.200	21226.141	176.064	988.000	-841.465	19.000
0.220	21245.600	157.214	970.417	-1035.739	20.000
0.240	21265.240	134.822	1013.667	-1205.306	21.000
0.260	21286.080	109.106	1038.583	-1367.396	20.000
0.280	21306.699	80.472	1042.500	-1482.739	19.000
0.300	21328.020	50.589	1088.417	-1490.606	20.000
0.320	21350.561	22.548	1198.583	-1240.416	21.000
0.340	21375.740	3.464	1273.833	-579.637	20.000
0.360	21400.801	1.170	1225.000	392.254	19.000
0.380	21424.221	18.678	1091.917	1283.588	20.000
0.400	21444.400	50.121	949.333	1765.828	21.000
0.420	21462.480	87.010	864.250	1887.346	20.000
0.440	21479.039	124.023	769.917	1777.661	19.000
0.460	21493.920	156.933	793.250	1501.984	22.000
0.480	21511.141	182.867	882.333	1033.528	19.000
0.500	21528.900	197.286	897.583	391.214	19.000
0.520	21547.119	198.799	934.000	-197.655	20.000
0.540	21566.340	190.498	991.417	-592.120	21.000
0.560	21586.500	176.001	994.583	-847.771	20.000
0.580	21606.000	157.011	975.417	-1045.947	19.000
0.600	21625.699	134.369	988.083	-1216.749	20.000
0.620	21645.840	108.466	1068.000	-1376.759	21.000
0.640	21668.080	79.660	1064.917	-1488.200	20.000
0.660	21688.721	49.762	1120.167	-1486.315	21.000
0.680	21713.160	21.909	1236.083	-1227.217	20.000
0.700	21737.641	3.168	1248.583	-557.400	19.000
0.720	21762.779	1.436	1223.333	428.990	20.000
0.740	21786.020	19.755	1101.167	1316.032	21.000
0.760	21806.600	51.650	944.000	1789.949	20.000
0.780	21823.920	89.038	806.583	1902.366	19.000
0.800	21839.420	126.114	761.417	1775.515	19.000
0.820	21855.000	158.899	825.083	1490.021	22.000
0.840	21872.500	184.412	892.250	995.883	20.000
0.860	21890.539	197.816	925.417	337.379	19.000
0.880	21909.600	198.441	985.750	-212.999	21.000
0.900	21929.699	190.155	994.083	-627.685	20.000
0.920	21949.199	174.238	976.167	-899.526	19.000
0.940	21968.760	154.842	960.333	-1060.901	19.000
0.960	21987.801	131.826	973.667	-1239.961	20.000
0.980	22008.020	105.470	1050.083	-1382.676	21.000
1.000	22029.600	76.851	1070.833	-1484.884	20.000
1.020	22051.141	46.891	1161.667	-1478.642	21.000
1.040	22075.760	19.568	1183.083	-1183.785	18.000
1.060	22098.500	2.075	1224.083	-470.211	21.000
1.080	22124.539	2.434	1255.250	536.985	20.000
1.100	22147.600	22.673	1066.417	1388.527	19.000
1.120	22167.301	55.473	914.750	1817.907	20.000
1.140	22184.641	93.142	844.917	1899.570	21.000
1.160	22201.320	129.891	802.500	1751.849	20.000
1.180	22216.980	162.114	788.500	1457.772	19.000
1.200	22233.420	186.800	882.250	931.775	21.000
1.220	22252.199	198.550	956.667	258.252	20.000
1.240	22271.340	197.754	964.167	-297.653	19.000
1.260	22290.740	187.767	972.750	-658.374	20.000
1.280	22310.340	171.976	1002.750	-958.822	22.000
1.300	22330.740	150.332	1009.917	-1094.450	19.000
1.320	22350.680	128.393	1004.667	-1204.331	20.000
1.340	22371.080	101.772	1027.833	-1414.079	20.000
1.360	22391.939	72.529	1075.833	-1500.359	21.000
1.380	22414.141	42.803	1125.167	-1441.972	19.000
1.400	22436.961	16.728	1173.500	-1091.199	20.000
1.420	22461.199	1.436	1265.083	-365.402	21.000
1.440	22486.779	3.480	1216.167	602.068	20.000
1.460	22509.080	24.514	1029.333	1396.199	19.000
1.480	22528.119	56.862	884.000	1772.979	20.000
1.500	22544.881	93.408	817.417	1841.444	21.000
1.520	22561.020	129.110	775.333	1705.231	20.000
1.540	22576.100	160.553	758.250	1420.516	19.000
1.560	22591.801	184.771	826.750	951.345	20.000
1.580	22609.141	197.770	874.250	335.494	19.000
1.600	22626.920	198.519	959.500	-221.387	21.000
1.620	22647.240	190.014	992.000	-590.885	20.000
1.640	22666.320	175.861	972.417	-790.946	21.000
1.660	22686.260	158.322	989.417	-1031.513	20.000
1.680	22705.699	134.806	953.333	-1243.992	19.000
1.700	22724.820	109.137	1009.917	-1349.972	20.000
1.720	22746.000	80.940	1029.917	-1461.153	19.000
1.740	22766.279	51.385	1100.917	-1477.862	22.000
1.760	22790.199	23.469	1213.500	-1243.667	19.000
1.780	22814.199	4.057	1193.083	-612.926	19.000
1.800	22838.119	0.796	1248.083	333.868	22.000
1.820	22863.301	17.102	1149.917	1230.013	19.000
1.840	22883.461	47.703	926.417	1732.993	20.000
1.860	22900.939	84.107	825.333	1869.987	20.000
1.880	22916.900	120.918	789.167	1777.271	21.000
1.900	22932.740	154.031	782.000	1519.539	19.000
1.920	22948.461	180.542	816.083	1086.063	20.000
1.940	22965.740	196.412	921.833	467.675	21.000
1.960	22985.039	199.314	967.750	-138.554	20.000
1.980	23004.141	191.965	958.083	-551.744	19.000
2.000	23023.400	178.217	960.167	-808.566	20.000
2.020	23042.680	160.054	989.500	-1008.691	21.000
2.040	23062.920	138.083	1005.083	-1180.079	19.000
2.060	23082.820	112.976	1008.833	-1338.528	20.000
2.080	23103.301	84.810	1007.417	-1463.948	19.000
2.100	23123.600	55.115	1100.250	-1495.092	22.000
2.120	23147.381	26.543	1209.500	-1295.616	19.000
2.140	23171.400	5.664	1195.417	-709.543	20.000
2.160	23195.420	0.156	1264.750	212.349	21.000
2.180	23221.020	14.309	1146.417	1174.813	19.000
2.200	23240.801	44.738	942.833	1712.578	20.000
2.220	23259.301	80.362	859.667	1856.983	20.000
2.240	23275.381	117.563	791.833	1805.163	21.000
2.260	23291.340	151.237	786.000	1551.268	19.000
2.280	23307.080	178.498	813.167	1135.997	20.000
2.300	23324.260	195.538	919.500	520.600	21.000
2.320	23343.580	199.330	968.250	-90.830	20.000
2.340	23362.660	192.948	959.833	-517.349	19.000
2.360	23381.900	179.575	941.750	-795.757	20.000
2.380	23400.461	161.661	947.250	-993.542	19.000
2.400	23419.961	140.018	981.833	-1172.342	20.000
2.420	23439.801	114.942	1027.583	-1327.605	21.000
2.440	23460.980	87.182	1049.667	-1447.759	19.000
2.460	23482.000	57.596	1114.833	-1498.928	22.000
2.480	23505.641	28.712	1194.583	-1324.940	20.000
2.500	23529.520	6.928	1228.000	-775.146	19.000
2.520	23554.439	-0.172	1218.000	134.327	19.000
2.540	23577.680	12.562	1105.750	1096.141	20.000
2.560	23598.600	41.539	991.750	1686.896	21.000
2.580	23617.420	77.538	893.167	1873.107	20.000
2.600	23634.340	114.786	779.333	1817.582	19.000
2.620	23649.240	148.990	787.750	1581.956	22.000
2.640	23666.119	176.938	830.750	1184.175	19.000
2.660	23682.600	195.086	894.583	561.887	20.000
2.680	23701.840	199.346	944.667	-69.829	19.000
2.700	23720.301	193.400	981.250	-501.940	22.000
2.720	23741.000	180.215	1013.500	-786.459	19.000
2.740	23760.381	162.504	946.083	-987.560	19.000
2.760	23779.240	140.923	958.750	-1164.540	20.000
2.780	23799.160	116.081	1055.583	-1320.713	22.000
2.800	23821.141	88.321	1078.500	-1450.750	19.000
2.820	23842.240	58.657	1089.500	-1500.684	21.000
2.840	23865.039	29.711	1168.583	-1340.804	20.000
2.860	23888.881	7.365	1226.250	-800.438	19.000
2.880	23913.801	-0.218	1244.000	86.734	20.000
2.900	23938.020	11.329	1156.333	1072.864	21.000
2.920	23959.600	40.603	990.167	1695.478	20.000
2.940	23977.760	76.446	851.333	1870.182	19.000
2.960	23994.080	113.803	783.333	1822.328	20.000
2.980	24009.539	148.085	786.917	1592.554	21.000
3.000	24025.840	176.360	833.333	1196.789	20.000
3.020	24042.980	194.696	897.917	580.677	19.000
3.040	24061.600	199.455	925.250	-57.931	19.000
3.060	24080.119	193.478	990.667	-497.779	22.000
3.080	24100.900	180.527	989.917	-781.583	19.000
3.100	24119.619	162.738	968.000	-991.917	20.000
3.120	24140.020	141.110	1036.417	-1166.555	21.000
3.140	24160.760	116.206	1030.333	-1327.410	20.000
3.160	24181.279	88.243	1040.333	-1462.908	19.000
3.180	24202.420	58.376	1050.083	-1501.529	19.000
3.200	24223.619	29.570	1113.583	-1337.748	20.000
3.220	24247.461	7.194	1293.500	-798.488	22.000
3.240	24274.340	-0.156	1279.667	117.878	19.000
3.260	24297.740	12.203	1106.583	1090.354	19.000
3.280	24318.740	41.352	978.833	1698.534	20.000
3.300	24337.080	77.569	880.167	1886.891	21.000
3.320	24354.141	115.129	809.167	1832.276	20.000
3.340	24369.699	149.568	766.417	1591.644	19.000
3.360	24385.500	177.593	857.917	1173.187	21.000
3.380	24404.020	195.288	944.417	543.812	20.000
3.400	24422.801	199.330	933.333	-86.344	19.000
3.420	24441.439	192.948	947.583	-516.959	20.000
3.440	24460.859	179.590	993.583	-801.023	21.000
3.460	24481.080	161.443	1016.750	-1007.391	20.000
3.480	24501.461	139.534	1036.417	-1182.875	21.000
3.500	24522.221	114.271	980.583	-1342.950	18.000
3.520	24541.240	86.105	1042.750	-1465.054	21.000
3.540	24563.980	56.316	1105.250	-1502.569	19.000
3.560	24585.279	27.510	1118.667	-1314.082	20.000
3.580	24609.279	6.133	1262.500	-739.061	21.000
3.600	24635.160	0.016	1296.833	187.382	20.000
3.620	24660.020	13.732	1123.667	1138.142	19.000
3.640	24679.961	43.333	931.583	1706.076	20.000
3.660	24698.000	79.520	886.750	1879.934	21.000
3.680	24715.420	116.861	815.583	1813.421	20.000
3.700	24730.881	150.769	789.583	1558.290	21.000
3.720	24747.260	178.108	795.083	1147.375	18.000
3.740	24763.221	195.507	903.083	534.384	21.000
3.760	24783.320	199.392	999.083	-95.577	20.000
3.780	24802.619	192.792	983.083	-525.737	21.000
3.800	24822.680	179.325	993.917	-803.559	20.000
3.820	24842.160	161.146	953.500	-1012.462	19.000
3.840	24861.100	139.082	963.417	-1187.881	19.000
3.860	24881.141	113.834	1063.167	-1333.457	22.000
3.880	24903.301	85.918	1094.917	-1465.314	19.000
3.900	24924.600	55.864	1045.167	-1513.752	20.000
3.920	24946.000	26.996	1186.250	-1312.781	21.000
3.940	24971.900	5.758	1298.583	-724.822	20.000
3.960	24997.000	0.140	1236.333	232.960	19.000
3.980	25020.939	14.980	1123.917	1175.593	20.000
4.000	25041.600	44.863	936.250	1719.795	19.000
4.020	25058.961	81.392	868.167	1887.151	22.000
4.040	25076.461	118.687	806.667	1813.486	19.000
4.060	25091.461	152.657	777.083	1556.599	20.000
4.080	25108.000	179.747	827.917	1119.027	19.000
4.100	25124.779	196.287	909.583	484.190	21.000
4.120	25144.320	199.158	981.833	-143.170	20.000
4.140	25163.721	191.746	993.583	-557.335	20.000
4.160	25183.881	177.780	970.250	-830.087	19.000
4.180	25202.801	159.024	1004.750	-1035.609	21.000
4.200	25224.100	136.600	1049.333	-1207.842	20.000
4.220	25244.340	110.853	989.667	-1365.576	19.000
4.240	25264.359	82.297	1076.417	-1480.528	22.000
4.260	25287.359	52.337	1147.833	-1505.235	19.000
