0	92.966	25.133
1.009	92.846	25.069
2.015	93.045	25.096
3.022	92.933	25.099
4.03	92.837	25.097
5.062	92.881	25.111
6.07	92.704	25.11
7.077	92.918	25.061
8.084	92.906	25.116
9.091	92.818	25.116
10.099	92.992	25.095
11.107	92.881	25.086
12.115	92.771	25.09
13.122	92.985	25.082
14.13	92.997	25.106
15.138	93.068	25.126
16.145	92.954	25.096
17.153	92.89	25.086
18.181	93.018	25.083
19.189	92.998	25.114
20.197	93.026	25.091
21.205	92.946	25.087
22.213	92.99	25.124
23.223	92.822	25.074
24.231	93.023	25.082
25.239	92.952	25.092
26.246	92.933	25.101
27.254	92.974	25.1
28.261	92.927	25.074
29.269	92.691	25.114
30.298	92.752	25.076
31.307	93.029	25.103
32.315	92.84	25.105
33.323	92.953	25.067
34.334	92.828	25.096
35.345	92.844	25.105
36.353	92.714	25.107
37.361	92.64	25.088
38.369	92.789	25.097
39.376	92.925	25.092
40.385	92.67	25.145
41.393	92.782	25.112
42.401	92.761	25.099
43.409	92.953	25.087
44.417	92.899	25.066
45.425	92.872	25.12
46.434	92.833	25.117
47.441	92.628	25.108
48.45	92.888	25.104
49.481	92.918	25.065
50.489	92.946	25.076
51.498	92.908	25.103
52.506	92.924	25.116
53.514	92.808	25.083
54.523	92.712	25.111
55.531	92.697	25.09
56.539	92.776	25.069
57.548	92.62	25.116
58.556	92.86	25.096
59.564	92.825	25.098
60.573	92.88	25.122
61.581	92.808	25.095
62.589	92.795	25.1
63.598	92.58	25.086
64.607	92.834	25.096
65.616	92.788	25.092
66.624	92.835	25.084
67.632	92.723	25.095
68.64	92.872	25.09
69.648	92.922	25.093
70.656	92.782	25.129
71.665	92.901	25.098
72.674	92.759	25.102
73.682	92.969	25.094
74.692	92.955	25.102
75.7	92.757	25.109
76.708	92.97	25.096
77.717	92.933	25.08
78.725	92.568	25.098
79.733	92.542	25.099
80.742	92.803	25.101
81.75	92.888	25.12
82.759	92.893	25.096
83.768	92.763	25.099
84.776	92.669	25.088
85.785	92.854	25.084
86.795	92.764	25.126
87.803	92.515	25.108
88.812	92.901	25.082
89.821	92.737	25.065
90.831	92.896	25.095
91.839	92.998	25.071
92.848	92.861	25.126
93.858	92.808	25.101
94.866	92.898	25.08
95.875	92.974	25.132
96.884	93.085	25.114
97.892	93.04	25.104
98.901	93.021	25.137
99.911	93.069	25.126
100.92	92.832	25.101
101.929	93.042	25.118
102.938	93.133	25.139
103.948	92.903	25.129
104.958	92.492	25.118
105.967	92.72	25.106
106.978	92.597	25.102
107.99	92.793	25.121
109	92.887	25.117
110.01	92.838	25.093
111.02	92.77	25.122
112.03	92.569	25.092
113.063	92.623	25.105
114.074	92.882	25.088
115.084	92.758	25.12
116.094	92.864	25.116
117.105	92.902	25.109
118.116	93.038	25.107
119.127	92.779	25.108
120.138	92.918	25.107
121.148	92.688	25.138
122.159	92.87	25.135
123.169	92.582	25.093
124.181	92.825	25.136
125.192	92.792	25.117
126.202	92.766	25.108
127.212	92.856	25.123
128.224	92.885	25.115
129.235	92.787	25.09
130.246	92.616	25.12
131.257	92.744	25.105
132.268	92.502	25.096
133.278	92.195	25.099
134.29	92.605	25.119
135.301	92.49	25.095
136.313	92.275	25.113
137.323	92.599	25.125
138.334	92.891	25.144
139.345	92.604	25.075
140.356	92.769	25.122
141.366	92.692	25.093
142.378	92.68	25.092
143.388	92.744	25.106
144.4	92.871	25.132
145.411	92.934	25.103
146.422	92.961	25.122
147.432	92.842	25.093
148.443	92.889	25.123
149.453	92.799	25.122
150.464	93.075	25.107
151.476	92.988	25.123
152.487	92.847	25.1
153.498	92.935	25.114
154.509	92.907	25.122
155.52	92.849	25.111
156.531	92.574	25.095
157.542	92.739	25.118
158.553	92.642	25.075
159.564	92.499	25.136
160.576	92.723	25.117
161.588	92.691	25.142
162.6	92.618	25.109
163.611	92.474	25.155
164.622	92.376	25.133
165.633	92.545	25.126
166.644	92.603	25.1
167.657	92.516	25.125
168.669	92.631	25.119
169.68	92.74	25.128
170.692	92.698	25.099
171.704	92.859	25.116
172.715	92.095	25.117
173.726	92.688	25.133
174.737	92.164	25.161
175.751	92.515	25.143
176.764	92.594	25.13
177.776	92.43	25.081
178.788	92.698	25.11
179.8	92.256	25.107
180.811	92.727	25.11
181.823	92.632	25.153
182.835	92.552	25.126
183.847	92.671	25.118
184.859	92.482	25.093
185.87	92.647	25.143
186.881	92.324	25.137
187.893	92.078	25.139
188.905	92.3	25.096
189.917	91.658	25.125
190.928	92.28	25.126
191.939	92.819	25.108
192.949	91.817	25.114
193.96	92.365	25.14
194.972	92.23	25.114
195.985	92.238	25.103
196.997	92.545	25.167
198.009	92.488	25.125
199.019	91.689	25.113
200.031	92.409	25.14
201.043	91.916	25.115
202.055	92.013	25.131
203.067	92.012	25.106
204.078	91.737	25.128
205.089	91.967	25.137
206.1	91.906	25.123
207.112	92.386	25.103
208.125	91.703	25.108
209.137	91.724	25.127
210.15	91.078	25.105
211.162	91.508	25.105
212.174	91.465	25.144
213.19	92.399	25.157
214.201	92.628	25.143
215.213	92.621	25.136
216.225	91.856	25.12
217.237	91.398	25.11
218.248	91.319	25.137
219.259	90.946	25.135
220.271	91.725	25.137
221.286	90.824	25.135
222.298	91.593	25.136
223.31	91.55	25.12
224.32	91.002	25.118
225.327	90.932	25.126
226.339	89.96	25.126
227.353	90.703	25.107
228.364	91.15	25.102
229.376	90.987	25.125
230.389	89.979	25.12
231.402	91.036	25.131
232.414	90.167	25.12
233.426	90.625	25.124
234.438	90.898	25.15
235.45	90.769	25.096
236.462	90.442	25.133
237.473	90.446	25.14
238.486	90.877	25.147
239.5	91.477	25.112
240.512	91.408	25.124
241.524	91.088	25.133
242.535	90.41	25.142
243.547	90.997	25.097
244.559	91.031	25.111
245.571	89.662	25.128
246.583	90.479	25.144
247.596	90.664	25.14
248.608	89.951	25.173
249.62	91.319	25.104
250.632	90.618	25.138
251.644	90.461	25.149
252.657	90.592	25.109
253.67	91.58	25.147
254.682	90.908	25.132
255.695	89.597	25.13
256.708	89.2	25.128
257.719	91.078	25.12
258.732	90.298	25.117
259.745	90.742	25.141
260.758	91.019	25.132
261.77	91.361	25.136
262.782	91.438	25.094
263.796	90.67	25.16
264.808	90.73	25.156
265.821	90.78	25.184
266.833	90.582	25.145
267.845	90.375	25.129
268.857	89.818	25.106
269.871	90.69	25.148
270.89	88.696	25.154
271.909	90.48	25.137
272.927	91.008	25.135
273.946	90.494	25.119
274.966	90.449	25.143
275.984	90.35	25.166
277.003	90.401	25.121
278.025	89.648	25.151
279.044	89.915	25.117
280.064	89.978	25.142
281.083	89.785	25.118
282.102	90.594	25.171
283.122	90.535	25.121
284.141	90.284	25.161
285.159	90	25.168
286.178	90.098	25.153
287.197	89.579	25.117
288.216	89.637	25.13
289.235	90.442	25.179
290.254	89.498	25.134
291.274	90.035	25.142
292.293	90.538	25.127
293.313	91.318	25.152
294.332	91.236	25.153
295.355	91.074	25.142
296.374	90.674	25.133
297.394	91.899	25.149
298.413	90.25	25.135
299.432	91.264	25.136
300.451	91.129	25.129
301.47	91.389	25.154
