%Sampling Frequency (Hz): 250,,,,,,,,,,
%Filter Frequency (Hz): 10,,,,,,,,,,
%Air Density (kg/m^3):  941.382497E-3,,,,,,,,,,
%Port Number, Selector Pressure {P#-Pinf} (Pa), Airspeed Dynamic {qinf} (Pa),Calc Free Stream Velocity {Vinf} (m/s), Angle of Attack (deg), Normal (N), Axial (N), Pitching (Nm), BLP X (mm), BLP Y (mm), Air Density (kg/m^3)
1,321.2306278,303.0852108,25.37548261,-5.00937211,-0.08751186,-0.02648452,-0.02584959,0,0,0.9413825
1,317.3077834,299.6078968,25.2294955,-4.08271376,-0.04719179,0.00531909,-0.0201598,0,0,0.9413825
1,318.9089443,300.5562552,25.26939381,-3.08317191,-0.00015172,0.09012872,-0.01038048,0,0,0.9413825
1,310.2626756,292.4952098,24.92822278,-2.07321787,0.05696838,0.12899979,-0.00380166,0,0,0.9413825
1,321.0705117,301.7417031,25.31917828,-0.99038024,0.14768852,0.18730641,0.00437741,0,0,0.9413825
1,312.5843588,293.3645382,24.96524002,-0.00124943,0.19136859,0.25444736,0.01264539,0,0,0.9413825
1,318.1083638,298.975658,25.20286153,1.02952929,0.30560878,0.28095036,0.02064665,0,0,0.9413825
1,314.9861,294.3919263,25.00891703,2.13319169,0.39296891,0.35162504,0.02935914,0,0,0.9413825
1,314.825984,295.4193144,25.0525179,3.09108764,0.47360904,0.39049612,0.03753821,0,0,0.9413825
1,314.7459259,294.3919263,25.00891703,3.98651235,0.55088916,0.43996839,0.045984,0,0,0.9413825
1,312.4242427,292.1000605,24.91137857,5.06935184,0.66176932,0.50180874,0.05398527,0,0,0.9413825
1,326.8346917,306.4834951,25.51734492,6.19383936,0.75248946,0.55304788,0.06456472,0,0,0.9413825
1,320.4300473,299.3708073,25.21951106,6.97473369,0.7827295,0.60605388,0.07069903,0,0,0.9413825
1,316.9074931,296.9999115,25.11944838,8.07839797,0.84320959,0.66789422,0.07932262,0,0,0.9413825
1,318.428596,296.2096129,25.08600546,8.90094045,0.89696967,0.70853216,0.08839072,0,0,0.9413825
1,313.144765,292.1000605,24.91137857,10.0774889,1.00112982,0.76153816,0.09799225,0,0,0.9413825
1,319.5494087,297.0789414,25.12279022,11.03538705,1.11536998,0.8286791,0.10946074,0,0,0.9413825
1,322.5115567,301.1094642,25.29263876,12.09740488,1.17921007,0.89582003,0.11266125,0,0,0.9413825
1,323.7924855,300.635285,25.27271582,13.1490111,1.35393031,0.97356217,0.11159441,0,0,0.9413825
1,319.8696409,297.5531205,25.14283196,13.97155481,1.50849052,1.04246996,0.11559505,0,0,0.9413825
1,321.3907439,297.6321504,25.14617069,15.02316162,1.61601066,1.08487476,0.12172936,0,0,0.9413825
1,316.9875512,295.3402845,25.04916668,16.12682853,1.73025081,1.13081329,0.1289305,0,0,0.9413825
1,314.7459259,293.1274486,24.95514986,17.06390449,1.83441094,1.15908316,0.13506481,0,0,0.9413825
1,315.6265644,293.1274486,24.95514986,18.01139268,1.99905114,1.23859215,0.13710958,0,0,0.9413825
