%Sampling Frequency (Hz): 250
%Filter Frequency (Hz): 10
%Air Density (kg/m^3):  943.695054E-3
%Port Number, Selector Pressure {P#-Pinf} (Pa), Airspeed Dynamic {qinf} (Pa),Calc Free Stream Velocity {Vinf} (m/s), Angle of Attack (deg), Normal (N), Axial (N), Pitching (Nm), BLP X (mm), BLP Y (mm), Air Density (kg/m^3)
1.00000000,-0.05764156,-0.01580591,0.00000000,-5.05418480,0.01361903,-0.32685032,-0.00014805,0.00000000,0.00000000,0.94369505
1.00000000,0.26258935,0.30031230,0.79778473,-3.99217187,0.00017901,-0.27031056,-0.00014805,0.00000000,0.00000000,0.94369505
1.00000000,0.10247389,0.14225320,0.54907311,-2.96139432,0.01025902,-0.19963586,-0.00041476,0.00000000,0.00000000,0.94369505
1.00000000,-0.29781475,-0.17386502,0.00000000,-2.05555926,0.03041906,-0.14132924,-0.00032585,0.00000000,0.00000000,0.94369505
1.00000000,-0.53798793,0.06322364,0.36604874,-0.98313354,0.02705905,-0.07065455,-0.00068147,0.00000000,0.00000000,0.94369505
1.00000000,-0.21775702,0.14225320,0.54907311,-0.01482655,0.00353901,-0.01764853,0.00011866,0.00000000,0.00000000,0.94369505
1.00000000,-0.29781475,-0.01580591,0.00000000,1.04718787,0.00017901,0.03712435,-0.00023695,0.00000000,0.00000000,0.94369505
1.00000000,-0.13769929,0.53740096,1.06720630,1.97384778,0.01025902,0.13076831,-0.00059256,0.00000000,0.00000000,0.94369505
1.00000000,0.42270480,0.61643052,1.14298683,2.99421514,0.01697903,0.20320986,-0.00032585,0.00000000,0.00000000,0.94369505
1.00000000,0.34264707,0.14225320,0.54907311,4.02499472,0.04385908,0.26858394,-0.00005915,0.00000000,0.00000000,0.94369505
1.00000000,-0.13769929,-0.09483546,0.00000000,5.02453885,0.04049907,0.33395802,-0.00032585,0.00000000,0.00000000,0.94369505
1.00000000,0.02241616,-0.01580591,0.00000000,5.95119981,0.02369904,0.40109897,-0.00005915,0.00000000,0.00000000,0.94369505
1.00000000,-0.05764156,0.06322364,0.36604874,7.00280412,0.02705905,0.45763871,-0.00023695,0.00000000,0.00000000,0.94369505
1.00000000,0.18253162,0.45837141,0.98561640,8.01276103,0.00689902,0.51241158,-0.00005915,0.00000000,0.00000000,0.94369505
1.00000000,0.18253162,0.37934186,0.89663263,9.07477791,0.02705905,0.60252179,-0.00014805,0.00000000,0.00000000,0.94369505
1.00000000,0.18253162,0.53740096,1.06720630,9.95979222,0.02705905,0.64315973,0.00074098,0.00000000,0.00000000,0.94369505
1.00000000,-0.05764156,0.37934186,0.89663263,11.03222163,0.04049907,0.72796934,0.00047427,0.00000000,0.00000000,0.94369505
1.00000000,-0.29781475,-0.09483546,0.00000000,12.08382750,0.03041906,0.78804281,0.00091879,0.00000000,0.00000000,0.94369505
1.00000000,-0.13769929,-0.09483546,0.00000000,13.01049037,0.03713907,0.85871747,0.00171891,0.00000000,0.00000000,0.94369505
1.00000000,-0.13769929,0.45837141,0.98561640,13.92674155,0.04721908,0.90818974,0.00136330,0.00000000,0.00000000,0.94369505
1.00000000,-0.37787247,-0.09483546,0.00000000,15.04082003,0.04721908,0.97709754,0.00198562,0.00000000,0.00000000,0.94369505
1.00000000,0.02241616,-0.09483546,0.00000000,16.02995543,0.05729910,1.04423847,0.00207453,0.00000000,0.00000000,0.94369505
1.00000000,-0.21775702,0.22128275,0.68481449,17.07115092,0.07745913,1.10784567,0.00243014,0.00000000,0.00000000,0.94369505
1.00000000,-0.21775702,0.14225320,0.54907311,18.10193477,0.07409912,1.16968600,0.00331917,0.00000000,0.00000000,0.94369505
