%Sampling Frequency (Hz): 250,,,,,,,,,,
%Filter Frequency (Hz): 10,,,,,,,,,,
%Air Density (kg/m^3):  938.843500E-3,,,,,,,,,,
%Port Number, Selector Pressure {P#-Pinf} (Pa), Airspeed Dynamic {qinf} (Pa),Calc Free Stream Velocity {Vinf} (m/s), Angle of Attack (deg), Normal (N), Axial (N), Pitching (Nm), BLP X (mm), BLP Y (mm), Air Density (kg/m^3)
1,-0.15178945,0.02276051,0.22019599,-5.08067272,0.00742406,-0.34001528,0.00011909,0,0,0.9388435
1,-0.15178945,0.02276051,0.22019599,-3.97701221,0.01414407,-0.25697251,0.00020799,0,0,0.9388435
1,-0.15178945,-0.05626904,0,-3.07117739,0.01414407,-0.20573336,0.00020799,0,0,0.9388435
1,0.008326,-0.05626904,0,-2.08204716,0.0309441,-0.143893,0.00020799,0,0,0.9388435
1,-0.23184718,-0.21432815,0,-1.08250475,0.02086408,-0.07498517,-0.00005872,0,0,0.9388435
1,0.008326,0.18081962,0.62064201,-0.01007872,0.0343041,-0.00607735,0.00020799,0,0,0.9388435
1,0.008326,-0.1352986,0,0.98946427,0.03766411,0.07343167,-0.00023653,0,0,0.9388435
1,0.008326,0.02276051,0.22019599,1.92653608,0.05446413,0.13173829,0.00100812,0,0,0.9388435
1,-0.15178945,-0.05626904,0,2.95731536,0.0309441,0.19887924,0.0006525,0,0,0.9388435
1,0.008326,0.02276051,0.22019599,3.94644728,0.04774412,0.26955393,0.00100812,0,0,0.9388435
1,-0.15178945,0.10179007,0.46566231,4.95640332,0.05110413,0.3243268,0.00100812,0,0,0.9388435
1,-0.23184718,-0.05626904,0,5.96635965,0.07798417,0.39500148,0.00083031,0,0,0.9388435
1,-0.15178945,0.10179007,0.46566231,6.91384472,0.07462417,0.4639093,0.00100812,0,0,0.9388435
1,0.16844146,0.33887873,0.84965096,7.99668513,0.07798417,0.53811771,0.00136373,0,0,0.9388435
1,-0.07173172,-0.1352986,0,8.91293496,0.08470418,0.60349178,0.00100812,0,0,0.9388435
1,0.008326,-0.05626904,0,10.00618793,0.10486421,0.66179839,0.00154153,0,0,0.9388435
1,-0.55207809,-0.21432815,0,11.06820544,0.11830423,0.7413074,0.00180824,0,0,0.9388435
1,-0.63213582,-0.60947592,0,11.95322028,0.10486421,0.7943134,0.00189714,0,0,0.9388435
1,-0.07173172,0.02276051,0.22019599,13.00482645,0.14182427,0.86675493,0.00225276,0,0,0.9388435
1,-0.23184718,0.02276051,0.22019599,13.97313738,0.12502424,0.91799407,0.00260837,0,0,0.9388435
1,-0.23184718,-0.45141681,0,15.03515613,0.15526429,0.99750307,0.00287508,0,0,0.9388435
1,-0.31190491,-0.05626904,0,16.05552741,0.14182427,1.064644,0.00323069,0,0,0.9388435
1,-0.15178945,0.02276051,0.22019599,17.04466313,0.1586243,1.11588313,0.0036752,0,0,0.9388435
1,-0.07173172,-0.05626904,0,17.9192676,0.16534431,1.19009153,0.00394191,0,0,0.9388435
