411.141,6558.178985,-1537.96915,2686.477974,-1.660689,3.725464,6.194927
651,5967.673912,-607.309232,4077.191962,-3.238289,3.995663,5.343072
891,5019.629417,360.241625,5224.671989,-4.622315,4.026796,4.171376
1117.988,3845.403938,1256.459534,6023.174605,-5.677314,3.83441,2.832832
